Pokedex Number;Pokemon Name;Classification;Alternate Form Name;Legendary Type;Pokemon Height;Pokemon Weight;Primary Type;Secondary Type;Primary Ability;Secondary Ability;Attack Stat;Defense Stat;Special Attack Stat;Special Defense Stat;Speed Stat;Base Stat Total
717;Yveltal;Destruction Pokémon;NULL;"""Legendary""";58;2030;Dark;Flying;Dark Aura;NULL;131;95;131;98;99;680
718;Zygarde;Order Pokémon;NULL;"""Legendary""";50;3050;Dragon;Ground;Aura Break;Power Construct;100;121;81;95;95;600
718;Zygarde;Order Pokémon;10%;"""Legendary""";12;335;Dragon;Ground;Aura Break;Power Construct;100;71;61;85;115;486
718;Zygarde;Order Pokémon;Complete;"""Legendary""";45;6100;Dragon;Ground;Power Construct;NULL;100;121;91;95;85;708
719;Diancie;Jewel Pokémon;Mega;"""Mythical""";11;278;Rock;Fairy;Magic Bounce;NULL;160;110;160;110;110;700
719;Diancie;Jewel Pokémon;NULL;"""Mythical""";7;88;Rock;Fairy;Clear Body;NULL;100;150;100;150;50;600
720;Hoopa;Mischief Pokémon;NULL;"""Mythical""";5;90;Psychic;Ghost;Magician;NULL;110;60;150;130;70;600
720;Hoopa;Djinn Pokémon;Unbound;"""Mythical""";65;4900;Psychic;Dark;Magician;NULL;160;60;170;130;80;680
721;Volcanion;Steam Pokémon;NULL;"""Mythical""";17;1950;Fire;Water;Water Absorb;NULL;110;120;130;90;70;600
722;Rowlet;Grass Quill Pokémon;NULL;NULL;3;15;Grass;Flying;Overgrow;NULL;55;55;50;50;40;318
723;Dartrix;Blade Quill Pokémon;NULL;NULL;7;160;Grass;Flying;Overgrow;NULL;75;75;70;70;52;420
724;Decidueye;Arrow Quill Pokémon;NULL;NULL;16;366;Grass;Ghost;Overgrow;NULL;107;75;100;100;70;530
724;Decidueye;Arrow Quill Pokémon;Hisui;NULL;16;370;Grass;Fighting;Overgrow;NULL;112;80;95;95;60;530
725;Litten;Fire Cat Pokémon;NULL;NULL;4;43;Fire;NULL;Blaze;NULL;65;40;60;40;70;320
726;Torracat;Fire Cat Pokémon;NULL;NULL;7;250;Fire;NULL;Blaze;NULL;85;50;80;50;90;420
727;Incineroar;Heel Pokémon;NULL;NULL;18;830;Fire;Dark;Blaze;NULL;115;90;80;90;60;530
728;Popplio;Sea Lion Pokémon;NULL;NULL;4;75;Water;NULL;Torrent;NULL;54;54;66;56;40;320
729;Brionne;Pop Star Pokémon;NULL;NULL;6;175;Water;NULL;Torrent;NULL;69;69;91;81;50;420
730;Primarina;Soloist Pokémon;NULL;NULL;18;440;Water;Fairy;Torrent;NULL;74;74;126;116;60;530
731;Pikipek;Woodpecker Pokémon;NULL;NULL;3;12;Normal;Flying;Keen Eye;Skill Link;75;30;30;30;65;265
732;Trumbeak;Bugle Beak Pokémon;NULL;NULL;6;148;Normal;Flying;Keen Eye;Skill Link;85;50;40;50;75;355
733;Toucannon;Cannon Pokémon;NULL;NULL;11;260;Normal;Flying;Keen Eye;Skill Link;120;75;75;75;60;485
734;Yungoos;Loitering Pokémon;NULL;NULL;4;60;Normal;NULL;Stakeout;Strong Jaw;70;30;30;30;45;253
735;Gumshoos;Stakeout Pokémon;NULL;NULL;7;142;Normal;NULL;Stakeout;Strong Jaw;110;60;55;60;45;418
736;Grubbin;Larva Pokémon;NULL;NULL;4;44;Bug;NULL;Swarm;NULL;62;45;55;45;46;300
737;Charjabug;Battery Pokémon;NULL;NULL;5;105;Bug;Electric;Battery;NULL;82;95;55;75;36;400
738;Vikavolt;Stag Beetle Pokémon;NULL;NULL;15;450;Bug;Electric;Levitate;NULL;70;90;145;75;43;500
738;Vikavolt;Stag Beetle Pokémon;NULL;NULL;15;450;Bug;Electric;Levitate;NULL;70;90;145;75;43;500
739;Crabrawler;Boxing Pokémon;NULL;NULL;6;70;Fighting;NULL;Hyper Cutter;Iron Fist;82;57;42;47;63;338
740;Crabominable;Woolly Crab Pokémon;NULL;NULL;17;1800;Fighting;Ice;Hyper Cutter;Iron Fist;132;77;62;67;43;478
740;Crabominable;Woolly Crab Pokémon;NULL;NULL;17;1800;Fighting;Ice;Hyper Cutter;Iron Fist;132;77;62;67;43;478
741;Oricorio;Dancing Pokémon;NULL;NULL;6;34;Fire;Flying;Dancer;NULL;70;70;98;70;93;476
741;Oricorio;Dancing Pokémon;Pom-Pom;NULL;6;34;Electric;Flying;Dancer;NULL;70;70;98;70;93;476
741;Oricorio;Dancing Pokémon;Pa'u;NULL;6;34;Psychic;Flying;Dancer;NULL;70;70;98;70;93;476
741;Oricorio;Dancing Pokémon;Sensu;NULL;6;34;Ghost;Flying;Dancer;NULL;70;70;98;70;93;476
742;Cutiefly;Bee Fly Pokémon;NULL;NULL;1;2;Bug;Fairy;Honey Gather;Shield Dust;45;40;55;40;84;304
743;Ribombee;Bee Fly Pokémon;NULL;NULL;2;5;Bug;Fairy;Honey Gather;Shield Dust;55;60;96;70;124;465
744;Rockruff;Puppy Pokémon;NULL;NULL;5;92;Rock;NULL;Keen Eye;Vital Spirit;65;40;30;40;60;280
745;Lycanroc;Wolf Pokémon;NULL;NULL;8;250;Rock;NULL;Keen Eye;Sand Rush;115;65;55;65;112;487
745;Lycanroc;Wolf Pokémon;Midnight;NULL;11;250;Rock;NULL;Keen Eye;Vital Spirit;115;75;55;75;82;487
745;Lycanroc;Wolf Pokémon;Dusk;NULL;8;250;Rock;NULL;Tough Claws;NULL;117;65;55;65;110;487
746;Wishiwashi;Small Fry Pokémon;NULL;NULL;2;3;Water;NULL;Schooling;NULL;20;20;25;25;40;175
746;Wishiwashi;Small Fry Pokémon;School;NULL;82;786;Water;NULL;Schooling;NULL;140;130;140;135;30;620
747;Mareanie;Brutal Star Pokémon;NULL;NULL;4;80;Poison;Water;Merciless;Limber;53;62;43;52;45;305
748;Toxapex;Brutal Pokémon;NULL;NULL;7;145;Poison;Water;Merciless;Limber;63;152;53;142;35;495
749;Mudbray;Donkey Pokémon;NULL;NULL;10;1100;Ground;NULL;Own Tempo;Stamina;100;70;45;55;45;385
750;Mudsdale;Draft Horse Pokémon;NULL;NULL;25;9200;Ground;NULL;Own Tempo;Stamina;125;100;55;85;35;500
751;Dewpider;Water Bubble Pokémon;NULL;NULL;3;40;Water;Bug;Water Bubble;NULL;40;52;40;72;27;269
752;Araquanid;Water Bubble Pokémon;NULL;NULL;18;820;Water;Bug;Water Bubble;NULL;70;92;50;132;42;454
753;Fomantis;Sickle Grass Pokémon;NULL;NULL;3;15;Grass;NULL;Leaf Guard;NULL;55;35;50;35;35;250
754;Lurantis;Bloom Sickle Pokémon;NULL;NULL;9;185;Grass;NULL;Leaf Guard;NULL;105;90;80;90;45;480
755;Morelull;Illuminating Pokémon;NULL;NULL;2;15;Grass;Fairy;Illuminate;Effect Spore;35;55;65;75;15;285
756;Shiinotic;Illuminating Pokémon;NULL;NULL;10;115;Grass;Fairy;Illuminate;Effect Spore;45;80;90;100;30;405
757;Salandit;Toxic Lizard Pokémon;NULL;NULL;6;48;Poison;Fire;Corrosion;NULL;44;40;71;40;77;320
758;Salazzle;Toxic Lizard Pokémon;NULL;NULL;12;222;Poison;Fire;Corrosion;NULL;64;60;111;60;117;480
759;Stufful;Flailing Pokémon;NULL;NULL;5;68;Normal;Fighting;Fluffy;Klutz;75;50;45;50;50;340
760;Bewear;Strong Arm Pokémon;NULL;NULL;21;1350;Normal;Fighting;Fluffy;Klutz;125;80;55;60;60;500
761;Bounsweet;Fruit Pokémon;NULL;NULL;3;32;Grass;NULL;Leaf Guard;Oblivious;30;38;30;38;32;210
762;Steenee;Fruit Pokémon;NULL;NULL;7;82;Grass;NULL;Leaf Guard;Oblivious;40;48;40;48;62;290
763;Tsareena;Fruit Pokémon;NULL;NULL;12;214;Grass;NULL;Leaf Guard;Queenly Majesty;120;98;50;98;72;510
764;Comfey;Posy Picker Pokémon;NULL;NULL;1;3;Fairy;NULL;Flower Veil;Triage;52;90;82;110;100;485
765;Oranguru;Sage Pokémon;NULL;NULL;15;760;Normal;Psychic;Inner Focus;Telepathy;60;80;90;110;60;490
766;Passimian;Teamwork Pokémon;NULL;NULL;20;828;Fighting;NULL;Receiver;NULL;120;90;40;60;80;490
767;Wimpod;Turn Tail Pokémon;NULL;NULL;5;120;Bug;Water;Wimp Out;NULL;35;40;20;30;80;230
768;Golisopod;Hard Scale Pokémon;NULL;NULL;20;1080;Bug;Water;Emergency Exit;NULL;125;140;60;90;40;530
769;Sandygast;Sand Heap Pokémon;NULL;NULL;5;700;Ghost;Ground;Water Compaction;NULL;55;80;70;45;15;320
770;Palossand;Sand Castle Pokémon;NULL;NULL;13;2500;Ghost;Ground;Water Compaction;NULL;75;110;100;75;35;480
771;Pyukumuku;Sea Cucumber Pokémon;NULL;NULL;3;12;Water;NULL;Innards Out;NULL;60;130;30;130;5;410
772;Type: Null;Synthetic Pokémon;NULL;"""Sub-Legendary""";19;1205;Normal;NULL;Battle Armor;NULL;95;95;95;95;59;534
773;Silvally;Synthetic Pokémon;NULL;"""Sub-Legendary""";23;1005;Normal;NULL;RKS System;NULL;95;95;95;95;95;570
774;Minior;Meteor Pokémon;NULL;NULL;3;400;Rock;Flying;Shields Down;NULL;60;100;60;100;60;440
774;Minior;Meteor Pokémon;Core;NULL;3;3;Rock;Flying;Shields Down;NULL;100;60;100;60;120;500
775;Komala;Drowsing Pokémon;NULL;NULL;4;199;Normal;NULL;Comatose;NULL;115;65;75;95;65;480
776;Turtonator;Blast Turtle Pokémon;NULL;NULL;20;2120;Fire;Dragon;Shell Armor;NULL;78;135;91;85;36;485
777;Togedemaru;Roly-Poly Pokémon;NULL;NULL;3;33;Electric;Steel;Iron Barbs;Lightning Rod;98;63;40;73;96;435
778;Mimikyu;Disguise Pokémon;NULL;NULL;2;7;Ghost;Fairy;Disguise;NULL;90;80;50;105;96;476
779;Bruxish;Gnash Teeth Pokémon;NULL;NULL;9;190;Water;Psychic;Dazzling;Strong Jaw;105;70;70;70;92;475
780;Drampa;Placid Pokémon;NULL;NULL;30;1850;Normal;Dragon;Berserk;Sap Sipper;60;85;135;91;36;485
781;Dhelmise;Sea Creeper Pokémon;NULL;NULL;39;2100;Ghost;Grass;Steelworker;NULL;131;100;86;90;40;517
782;Jangmo-o;Scaly Pokémon;NULL;NULL;6;297;Dragon;NULL;Bulletproof;Soundproof;55;65;45;45;45;300
783;Hakamo-o;Scaly Pokémon;NULL;NULL;12;470;Dragon;Fighting;Bulletproof;Soundproof;75;90;65;70;65;420
784;Kommo-o;Scaly Pokémon;NULL;NULL;16;782;Dragon;Fighting;Bulletproof;Soundproof;110;125;100;105;85;600
785;Tapu Koko;Land Spirit Pokémon;NULL;"""Sub-Legendary""";18;205;Electric;Fairy;Electric Surge;NULL;115;85;95;75;130;570
786;Tapu Lele;Land Spirit Pokémon;NULL;"""Sub-Legendary""";12;186;Psychic;Fairy;Psychic Surge;NULL;85;75;130;115;95;570
787;Tapu Bulu;Land Spirit Pokémon;NULL;"""Sub-Legendary""";19;455;Grass;Fairy;Grassy Surge;NULL;130;115;85;95;75;570
788;Tapu Fini;Land Spirit Pokémon;NULL;"""Sub-Legendary""";13;212;Water;Fairy;Misty Surge;NULL;75;115;95;130;85;570
789;Cosmog;Nebula Pokémon;NULL;"""Legendary""";2;1;Psychic;NULL;Unaware;NULL;29;31;29;31;37;200
790;Cosmoem;Protostar Pokémon;NULL;"""Legendary""";1;9999;Psychic;NULL;Sturdy;NULL;29;131;29;131;37;400
791;Solgaleo;Sunne Pokémon;NULL;"""Legendary""";34;2300;Psychic;Steel;Full Metal Body;NULL;137;107;113;89;97;680
791;Solgaleo;Sunne Pokémon;NULL;"""Legendary""";34;2300;Psychic;Steel;Full Metal Body;NULL;137;107;113;89;97;680
792;Lunala;Moone Pokémon;NULL;"""Legendary""";40;1200;Psychic;Ghost;Shadow Shield;NULL;113;89;137;107;97;680
792;Lunala;Moone Pokémon;NULL;"""Legendary""";40;1200;Psychic;Ghost;Shadow Shield;NULL;113;89;137;107;97;680
793;Nihilego;Parasite Pokémon;NULL;"""Sub-Legendary""";12;555;Rock;Poison;Beast Boost;NULL;53;47;127;131;103;570
794;Buzzwole;Swollen Pokémon;NULL;"""Sub-Legendary""";24;3336;Bug;Fighting;Beast Boost;NULL;139;139;53;53;79;570
795;Pheromosa;Lissome Pokémon;NULL;"""Sub-Legendary""";18;250;Bug;Fighting;Beast Boost;NULL;137;37;137;37;151;570
796;Xurkitree;Glowing Pokémon;NULL;"""Sub-Legendary""";38;1000;Electric;NULL;Beast Boost;NULL;89;71;173;71;83;570
797;Celesteela;Launch Pokémon;NULL;"""Sub-Legendary""";92;9999;Steel;Flying;Beast Boost;NULL;101;103;107;101;61;570
798;Kartana;Drawn Sword Pokémon;NULL;"""Sub-Legendary""";3;1;Grass;Steel;Beast Boost;NULL;181;131;59;31;109;570
799;Guzzlord;Junkivore Pokémon;NULL;"""Sub-Legendary""";55;8880;Dark;Dragon;Beast Boost;NULL;101;53;97;53;43;570
800;Necrozma;Prism Pokémon;Dusk Mane;"""Legendary""";38;4600;Psychic;Steel;Prism Armor;NULL;157;127;113;109;77;680
800;Necrozma;Prism Pokémon;Dawn Wings;"""Legendary""";42;3500;Psychic;Ghost;Prism Armor;NULL;113;109;157;127;77;680
800;Necrozma;Prism Pokémon;Ultra;"""Legendary""";75;2300;Psychic;Dragon;Neuroforce;NULL;167;97;167;97;129;754
800;Necrozma;Prism Pokémon;NULL;"""Legendary""";24;2300;Psychic;NULL;Prism Armor;NULL;107;101;127;89;79;600
801;Magearna;Artificial Pokémon;NULL;"""Mythical""";10;805;Steel;Fairy;Soul-Heart;NULL;95;115;130;115;65;600
802;Marshadow;Gloomdweller Pokémon;NULL;"""Mythical""";7;222;Fighting;Ghost;Technician;NULL;125;80;90;90;125;600
803;Poipole;Poison Pin Pokémon;NULL;"""Sub-Legendary""";6;18;Poison;NULL;Beast Boost;NULL;73;67;73;67;73;420
804;Naganadel;Poison Pin Pokémon;NULL;"""Sub-Legendary""";36;1500;Poison;Dragon;Beast Boost;NULL;73;73;127;73;121;540
805;Stakataka;Rampart Pokémon;NULL;"""Sub-Legendary""";55;8200;Rock;Steel;Beast Boost;NULL;131;211;53;101;13;570
806;Blacephalon;Fireworks Pokémon;NULL;"""Sub-Legendary""";18;130;Fire;Ghost;Beast Boost;NULL;127;53;151;79;107;570
807;Zeraora;Thunderclap Pokémon;NULL;"""Mythical""";15;445;Electric;NULL;Volt Absorb;NULL;112;75;102;80;143;600
808;Meltan;Hex Nut Pokémon;NULL;"""Mythical""";2;80;Steel;NULL;Magnet Pull;NULL;65;65;55;35;34;300
809;Melmetal;Hex Nut Pokémon;NULL;"""Mythical""";25;8000;Steel;NULL;Iron Fist;NULL;143;143;80;65;34;600
809;Melmetal;Hex Nut Pokémon;Gigantamax;"""Mythical""";250;0;Steel;NULL;Iron Fist;NULL;143;143;80;65;34;600
810;Grookey;Chimp Pokémon;NULL;NULL;3;50;Grass;NULL;Overgrow;NULL;65;50;40;40;65;310
811;Thwackey;Beat Pokémon;NULL;NULL;7;140;Grass;NULL;Overgrow;NULL;85;70;55;60;80;420
812;Rillaboom;Drummer Pokémon;NULL;NULL;21;900;Grass;NULL;Overgrow;NULL;125;90;60;70;85;530
812;Rillaboom;Drummer Pokémon;Gigantamax;NULL;280;0;Grass;NULL;Overgrow;NULL;125;90;60;70;85;530
813;Scorbunny;Rabbit Pokémon;NULL;NULL;3;45;Fire;NULL;Blaze;NULL;71;40;40;40;69;310
814;Raboot;Rabbit Pokémon;NULL;NULL;6;90;Fire;NULL;Blaze;NULL;86;50;55;60;94;410
815;Cinderace;Striker Pokémon;NULL;NULL;14;330;Fire;NULL;Blaze;NULL;116;75;65;75;119;530
815;Cinderace;Striker Pokémon;Gigantamax;NULL;270;0;Fire;NULL;Blaze;NULL;116;75;65;75;119;530
816;Sobble;Water Lizard Pokémon;NULL;NULL;3;40;Water;NULL;Torrent;NULL;40;40;70;40;70;310
817;Drizzile;Water Lizard Pokémon;NULL;NULL;7;115;Water;NULL;Torrent;NULL;60;55;95;55;90;420
818;Inteleon;Secret Agent Pokémon;NULL;NULL;19;452;Water;NULL;Torrent;NULL;85;65;125;65;120;530
818;Inteleon;Secret Agent Pokémon;Gigantamax;NULL;400;0;Water;NULL;Torrent;NULL;85;65;125;65;120;530
819;Skwovet;Cheeky Pokémon;NULL;NULL;3;25;Normal;NULL;Cheek Pouch;NULL;55;55;35;35;25;275
820;Greedent;Greedy Pokémon;NULL;NULL;6;60;Normal;NULL;Cheek Pouch;NULL;95;95;55;75;20;460
821;Rookidee;Tiny Bird Pokémon;NULL;NULL;2;18;Flying;NULL;Keen Eye;Unnerve;47;35;33;35;57;245
822;Corvisquire;Raven Pokémon;NULL;NULL;8;160;Flying;NULL;Keen Eye;Unnerve;67;55;43;55;77;365
823;Corviknight;Raven Pokémon;NULL;NULL;22;750;Flying;Steel;Pressure;Unnerve;87;105;53;85;67;495
823;Corviknight;Raven Pokémon;Gigantamax;NULL;140;0;Flying;Steel;Pressure;Unnerve;87;105;53;85;67;495
824;Blipbug;Larva Pokémon;NULL;NULL;4;80;Bug;NULL;Swarm;Compound Eyes;20;20;25;45;45;180
825;Dottler;Radome Pokémon;NULL;NULL;4;195;Bug;Psychic;Swarm;Compound Eyes;35;80;50;90;30;335
826;Orbeetle;Seven Spot Pokémon;NULL;NULL;4;408;Bug;Psychic;Swarm;Frisk;45;110;80;120;90;505
826;Orbeetle;Seven Spot Pokémon;Gigantamax;NULL;140;0;Bug;Psychic;Swarm;Frisk;45;110;80;120;90;505
827;Nickit;Fox Pokémon;NULL;NULL;6;89;Dark;NULL;Run Away;Unburden;28;28;47;52;50;245
828;Thievul;Fox Pokémon;NULL;NULL;12;199;Dark;NULL;Run Away;Unburden;58;58;87;92;90;455
829;Gossifleur;Flowering Pokémon;NULL;NULL;4;22;Grass;NULL;Cotton Down;Regenerator;40;60;40;60;10;250
830;Eldegoss;Cotton Bloom Pokémon;NULL;NULL;5;25;Grass;NULL;Cotton Down;Regenerator;50;90;80;120;60;460
831;Wooloo;Sheep Pokémon;NULL;NULL;6;60;Normal;NULL;Fluffy;Run Away;40;55;40;45;48;270
832;Dubwool;Sheep Pokémon;NULL;NULL;13;430;Normal;NULL;Fluffy;Steadfast;80;100;60;90;88;490
833;Chewtle;Snapping Pokémon;NULL;NULL;3;85;Water;NULL;Strong Jaw;Shell Armor;64;50;38;38;44;284
834;Drednaw;Bite Pokémon;NULL;NULL;10;1155;Water;Rock;Strong Jaw;Shell Armor;115;90;48;68;74;485
834;Drednaw;Bite Pokémon;Gigantamax;NULL;240;0;Water;Rock;Strong Jaw;Shell Armor;115;90;48;68;74;485
835;Yamper;Puppy Pokémon;NULL;NULL;3;135;Electric;NULL;Ball Fetch;NULL;45;50;40;50;26;270
836;Boltund;Dog Pokémon;NULL;NULL;10;340;Electric;NULL;Strong Jaw;NULL;90;60;90;60;121;490
837;Rolycoly;Coal Pokémon;NULL;NULL;3;120;Rock;NULL;Steam Engine;Heatproof;40;50;40;50;30;240
838;Carkol;Coal Pokémon;NULL;NULL;11;780;Rock;Fire;Steam Engine;Flame Body;60;90;60;70;50;410
839;Coalossal;Coal Pokémon;NULL;NULL;28;3105;Rock;Fire;Steam Engine;Flame Body;80;120;80;90;30;510
839;Coalossal;Coal Pokémon;Gigantamax;NULL;420;0;Rock;Fire;Steam Engine;Flame Body;80;120;80;90;30;510
840;Applin;Apple Core Pokémon;NULL;NULL;2;5;Grass;Dragon;Ripen;Gluttony;40;80;40;40;20;260
841;Flapple;Apple Wing Pokémon;NULL;NULL;3;10;Grass;Dragon;Ripen;Gluttony;110;80;95;60;70;485
841;Flapple;Apple Wing Pokémon;Gigantamax;NULL;240;0;Grass;Dragon;Ripen;Gluttony;110;80;95;60;70;485
842;Appletun;Apple Nectar Pokémon;Gigantamax;NULL;240;0;Grass;Dragon;Ripen;Gluttony;85;80;100;80;30;485
842;Appletun;Apple Nectar Pokémon;NULL;NULL;4;130;Grass;Dragon;Ripen;Gluttony;85;80;100;80;30;485
843;Silicobra;Sand Snake Pokémon;NULL;NULL;22;76;Ground;NULL;Sand Spit;Shed Skin;57;75;35;50;46;315
844;Sandaconda;Sand Snake Pokémon;NULL;NULL;38;655;Ground;NULL;Sand Spit;Shed Skin;107;125;65;70;71;510
844;Sandaconda;Sand Snake Pokémon;Gigantamax;NULL;220;0;Ground;NULL;Sand Spit;Shed Skin;107;125;65;70;71;510
845;Cramorant;Gulp Pokémon;NULL;NULL;8;180;Flying;Water;Gulp Missile;NULL;85;55;85;95;85;475
846;Arrokuda;Rush Pokémon;NULL;NULL;5;10;Water;NULL;Swift Swim;NULL;63;40;40;30;66;280
847;Barraskewda;Skewer Pokémon;NULL;NULL;13;300;Water;NULL;Swift Swim;NULL;123;60;60;50;136;490
848;Toxel;Baby Pokémon;NULL;NULL;4;110;Electric;Poison;Rattled;Static;38;35;54;35;40;242
849;Toxtricity;Punk Pokémon;NULL;NULL;16;400;Electric;Poison;Punk Rock;Plus;98;70;114;70;75;502
849;Toxtricity;Punk Pokémon;Low Key;NULL;16;400;Electric;Poison;Punk Rock;Minus;98;70;114;70;75;502
849;Toxtricity;Punk Pokémon;Gigantamax;NULL;240;0;Electric;Poison;Punk Rock;Plus;98;70;114;70;75;502
849;Toxtricity;Punk Pokémon;Low Key Gigantamax;NULL;240;0;Electric;Poison;Punk Rock;Minus;98;70;114;70;75;502
850;Sizzlipede;Radiator Pokémon;NULL;NULL;7;10;Fire;Bug;Flash Fire;White Smoke;65;45;50;50;45;305
851;Centiskorch;Radiator Pokémon;NULL;NULL;30;1200;Fire;Bug;Flash Fire;White Smoke;115;65;90;90;65;525
851;Centiskorch;Radiator Pokémon;Gigantamax;NULL;750;0;Fire;Bug;Flash Fire;White Smoke;115;65;90;90;65;525
852;Clobbopus;Tantrum Pokémon;NULL;NULL;6;40;Fighting;NULL;Limber;NULL;68;60;50;50;32;310
853;Grapploct;Jujitsu Pokémon;NULL;NULL;16;390;Fighting;NULL;Limber;NULL;118;90;70;80;42;480
854;Sinistea;Black Tea Pokémon;NULL;NULL;1;2;Ghost;NULL;Weak Armor;NULL;45;45;74;54;50;308
855;Polteageist;Black Tea Pokémon;NULL;NULL;2;4;Ghost;NULL;Weak Armor;NULL;65;65;134;114;70;508
856;Hatenna;Calm Pokémon;NULL;NULL;4;34;Psychic;NULL;Healer;Anticipation;30;45;56;53;39;265
857;Hattrem;Serene Pokémon;NULL;NULL;6;48;Psychic;NULL;Healer;Anticipation;40;65;86;73;49;370
858;Hatterene;Silent Pokémon;NULL;NULL;21;51;Psychic;Fairy;Healer;Anticipation;90;95;136;103;29;510
858;Hatterene;Silent Pokémon;Gigantamax;NULL;260;0;Psychic;Fairy;Healer;Anticipation;90;95;136;103;29;510
859;Impidimp;Wily Pokémon;NULL;NULL;4;55;Dark;Fairy;Prankster;Frisk;45;30;55;40;50;265
860;Morgrem;Devious Pokémon;NULL;NULL;8;125;Dark;Fairy;Prankster;Frisk;60;45;75;55;70;370
861;Grimmsnarl;Bulk Up Pokémon;NULL;NULL;15;610;Dark;Fairy;Prankster;Frisk;120;65;95;75;60;510
861;Grimmsnarl;Bulk Up Pokémon;Gigantamax;NULL;320;0;Dark;Fairy;Prankster;Frisk;120;65;95;75;60;510
862;Obstagoon;Blocking Pokémon;NULL;NULL;16;460;Dark;Normal;Reckless;Guts;90;101;60;81;95;520
863;Perrserker;Viking Pokémon;NULL;NULL;8;280;Steel;NULL;Battle Armor;Tough Claws;110;100;50;60;50;440
864;Cursola;Coral Pokémon;NULL;NULL;10;4;Ghost;NULL;Weak Armor;NULL;95;50;145;130;30;510
865;Sirfetch'd;Wild Duck Pokémon;NULL;NULL;8;1170;Fighting;NULL;Steadfast;NULL;135;95;68;82;65;507
866;Mr. Rime;Comedian Pokémon;NULL;NULL;15;582;Ice;Psychic;Tangled Feet;Screen Cleaner;85;75;110;100;70;520
867;Runerigus;Grudge Pokémon;NULL;NULL;16;666;Ground;Ghost;Wandering Spirit;NULL;95;145;50;105;30;483
868;Milcery;Cream Pokémon;NULL;NULL;2;3;Fairy;NULL;Sweet Veil;NULL;40;40;50;61;34;270
869;Alcremie;Cream Pokémon;NULL;NULL;3;5;Fairy;NULL;Sweet Veil;NULL;60;75;110;121;64;495
869;Alcremie;Cream Pokémon;Gigantamax;NULL;300;0;Fairy;NULL;Sweet Veil;NULL;60;75;110;121;64;495
870;Falinks;Formation Pokémon;NULL;NULL;30;620;Fighting;NULL;Battle Armor;NULL;100;100;70;60;75;465
871;Pincurchin;Sea Urchin Pokémon;NULL;NULL;3;10;Electric;NULL;Lightning Rod;NULL;101;95;91;85;15;435
872;Snom;Worm Pokémon;NULL;NULL;3;38;Ice;Bug;Shield Dust;NULL;25;35;45;30;20;185
873;Frosmoth;Frost Moth Pokémon;NULL;NULL;13;420;Ice;Bug;Shield Dust;NULL;65;60;125;90;65;475
874;Stonjourner;Big Rock Pokémon;NULL;NULL;25;5200;Rock;NULL;Power Spot;NULL;125;135;20;20;70;470
875;Eiscue;Penguin Pokémon;NULL;NULL;14;890;Ice;NULL;Ice Face;NULL;80;110;65;90;50;470
875;Eiscue;Penguin Pokémon;Noice;NULL;14;890;Ice;NULL;Ice Face;NULL;80;70;65;50;130;470
876;Indeedee;Emotion Pokémon;NULL;NULL;9;280;Psychic;Normal;Inner Focus;Synchronize;65;55;105;95;95;475
876;Indeedee;Emotion Pokémon;Female;NULL;9;280;Psychic;Normal;Own Tempo;Synchronize;55;65;95;105;85;475
877;Morpeko;Two-Sided Pokémon;NULL;NULL;3;30;Electric;Dark;Hunger Switch;NULL;95;58;70;58;97;436
878;Cufant;Copperderm Pokémon;NULL;NULL;12;1000;Steel;NULL;Sheer Force;NULL;80;49;40;49;40;330
879;Copperajah;Copperderm Pokémon;NULL;NULL;30;6500;Steel;NULL;Sheer Force;NULL;130;69;80;69;30;500
879;Copperajah;Copperderm Pokémon;Gigantamax;NULL;230;0;Steel;NULL;Sheer Force;NULL;130;69;80;69;30;500
880;Dracozolt;Fossil Pokémon;NULL;NULL;18;1900;Electric;Dragon;Volt Absorb;Hustle;100;90;80;70;75;505
881;Arctozolt;Fossil Pokémon;NULL;NULL;23;1500;Electric;Ice;Volt Absorb;Static;100;90;90;80;55;505
882;Dracovish;Fossil Pokémon;NULL;NULL;23;2150;Water;Dragon;Water Absorb;Strong Jaw;90;100;70;80;75;505
883;Arctovish;Fossil Pokémon;NULL;NULL;20;1750;Water;Ice;Water Absorb;Ice Body;90;100;80;90;55;505
884;Duraludon;Alloy Pokémon;NULL;NULL;18;400;Steel;Dragon;Light Metal;Heavy Metal;95;115;120;50;85;535
884;Duraludon;Alloy Pokémon;Gigantamax;NULL;430;0;Steel;Dragon;Light Metal;Heavy Metal;95;115;120;50;85;535
885;Dreepy;Lingering Pokémon;NULL;NULL;5;20;Dragon;Ghost;Clear Body;Infiltrator;60;30;40;30;82;270
886;Drakloak;Caretaker Pokémon;NULL;NULL;14;110;Dragon;Ghost;Clear Body;Infiltrator;80;50;60;50;102;410
887;Dragapult;Stealth Pokémon;NULL;NULL;30;500;Dragon;Ghost;Clear Body;Infiltrator;120;75;100;75;142;600
888;Zacian;Warrior Pokémon;NULL;"""Legendary""";28;1100;Fairy;NULL;Intrepid Sword;NULL;120;115;80;115;138;660
888;Zacian;Warrior Pokémon;Crowned;"""Legendary""";28;3550;Fairy;Steel;Intrepid Sword;NULL;150;115;80;115;148;700
889;Zamazenta;Warrior Pokémon;NULL;"""Legendary""";29;2100;Fighting;NULL;Dauntless Shield;NULL;120;115;80;115;138;660
